model_name,split,threshold,precision,recall,f1,specificity,approval_rate,true_negative,false_positive,false_negative,true_positive,default_loss_exposure,rejected_good_ead,opportunity_cost_rate_assumption,total_cost_proxy
Calibrated Random Forest,test,0.2,0.3128893148059415,0.7549132947976879,0.4424119241192412,0.8595769682726204,0.8115915861695405,8778,1434,212,653,383345077.773834,4479544615.599999,0.02,472935970.085834
Calibrated Random Forest,test,0.21,0.3389737991266375,0.7179190751445087,0.4605116796440489,0.8814140227183705,0.8346122596370859,9001,1211,244,621,439542315.5548,3826729373.34,0.02,516076903.0216
Calibrated Random Forest,test,0.22,0.3527679623085983,0.692485549132948,0.4674209910261412,0.8923815119467293,0.8467093978514038,9113,1099,266,599,474018404.992279,3448802368.51,0.02,542994452.362479
Calibrated Random Forest,test,0.23,0.3648562300319489,0.6601156069364161,0.4699588477366255,0.9026635330983156,0.8587162589148687,9218,994,294,571,508208253.124454,3081582318.83,0.02,569839899.501054
Calibrated Random Forest,test,0.24,0.3855932203389831,0.63121387283237,0.4787373958790004,0.9148061104582844,0.8721675543919833,9342,870,319,546,525358900.59069496,2701052542.0,0.02,579379951.4306949
Calibrated Random Forest,test,0.25,0.4045206547155105,0.6,0.4832402234636871,0.9251860556208382,0.8841744154554483,9448,764,346,519,559092097.750237,2166310087.05,0.02,602418299.491237
Calibrated Random Forest,test,0.26,0.4179620034542314,0.5595375722543353,0.4784972812654474,0.9339992166079124,0.8954590593120881,9538,674,381,484,638720082.87211,1819153965.74,0.02,675103162.18691
Calibrated Random Forest,test,0.27,0.4422158548233046,0.5352601156069364,0.4843096234309623,0.9428123775949864,0.9054798230567844,9628,584,402,463,654687321.79261,1624438458.83,0.02,687176090.96921
Calibrated Random Forest,test,0.28,0.4591728525980912,0.500578034682081,0.4789823008849557,0.9500587544065804,0.9148686467455088,9702,510,432,433,688744405.2692,1407016541.54,0.02,716884736.1
Calibrated Random Forest,test,0.29,0.4732041049030787,0.4797687861271676,0.4764638346727899,0.95475910693302,0.9208269387018144,9750,462,450,415,702386152.140564,1336520040.15,0.02,729116552.9435639
Calibrated Random Forest,test,0.3,0.4803337306317044,0.4658959537572254,0.4730046948356807,0.9573051312181748,0.9242574704342332,9776,436,462,403,725982393.238193,1293259456.77,0.02,751847582.3735931
Calibrated Random Forest,test,0.31,0.4887780548628428,0.4531791907514451,0.4703059388122375,0.9598511555033294,0.9275977250157984,9802,410,473,392,735934748.9125592,1252477338.11,0.02,760984295.6747591
Calibrated Random Forest,test,0.32,0.4948320413436692,0.4427745664739884,0.4673581452104942,0.9617117117117115,0.930125485239686,9821,391,482,383,747347132.60531,1217092404.6,0.02,771688980.69731
Calibrated Random Forest,test,0.33,0.4986413043478261,0.4242774566473988,0.4584634603372892,0.9638660399529964,0.9335560169721044,9843,369,498,367,763440837.134565,1154824864.0000002,0.02,786537334.414565
Calibrated Random Forest,test,0.34,0.5035161744022504,0.4138728323699422,0.4543147208121827,0.9654328241284764,0.9358129457434324,9859,353,507,358,774312004.550312,1062154952.7,0.02,795555103.6043121
Calibrated Random Forest,test,0.35,0.5141158989598811,0.4,0.4499349804941482,0.967978848413631,0.9392434774758508,9885,327,519,346,792832545.260048,1018815023.26,0.02,813208845.725248
Calibrated Random Forest,test,0.36,0.5224358974358975,0.376878612716763,0.437877770315648,0.9708186447316882,0.9436670578676536,9914,298,539,326,822747970.891142,940834285.15,0.02,841564656.594142
Calibrated Random Forest,test,0.37,0.5231316725978647,0.3398843930635838,0.4120532585844428,0.9737563650607128,0.9492642412205472,9944,268,571,294,854835992.543202,843934637.6500001,0.02,871714685.2962021
Calibrated Random Forest,test,0.38,0.5217391304347826,0.3052023121387283,0.3851203501094092,0.9763023893458675,0.9543197616683218,9970,242,601,264,903509808.76294,792594366.2,0.02,919361696.08694
Calibrated Random Forest,test,0.39,0.5266666666666666,0.2739884393063583,0.3604562737642585,0.9791421856639247,0.9593752821160964,9999,213,628,237,933243297.915426,650753088.85,0.02,946258359.692426
Calibrated Random Forest,test,0.4,0.538860103626943,0.2404624277456647,0.3325339728217426,0.9825695260477868,0.965153019770696,10034,178,657,208,993982354.677521,502665862.73,0.02,1004035671.932121
Calibrated Random Forest,test,0.41,0.5562913907284768,0.1942196531791907,0.2879177377892031,0.9868781825303564,0.972736300442358,10078,134,697,168,1054237824.296738,379790521.76,0.02,1061833634.731938
Calibrated Random Forest,test,0.42,0.5950413223140496,0.1664739884393063,0.2601626016260163,0.990403446925186,0.9781529294935452,10114,98,721,144,1122067351.481855,286519861.66,0.02,1127797748.715055
Calibrated Random Forest,test,0.43,0.6298342541436464,0.1317919075144508,0.2179732313575526,0.9934390912651784,0.9836598356955856,10145,67,751,114,1154401679.322662,168384775.86999995,0.02,1157769374.840062
Calibrated Random Forest,test,0.44,0.6229508196721312,0.0878612716763005,0.1540020263424519,0.9954954954954957,0.9889861875959196,10166,46,789,76,1195242367.534981,106086486.8,0.02,1197364097.270981
Calibrated Random Forest,test,0.45,0.5967741935483871,0.0427745664739884,0.0798274002157497,0.9975518997258128,0.9944028166471066,10187,25,828,37,1231951063.287902,56612453.13,0.02,1233083312.350502
Calibrated Random Forest,test,0.46,0.6470588235294118,0.0127167630057803,0.0249433106575963,0.999412455934195,0.998465288435497,10206,6,854,11,1259631848.298852,10709882.259999998,0.02,1259846045.944052
Calibrated Random Forest,test,0.47,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.48,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.49,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.5,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.51,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.52,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.53,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.54,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.55,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.56,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.57,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.58,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.59,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.6,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.61,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.62,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.63,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.64,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.65,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.66,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.67,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.68,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.69,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.7,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.71,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.72,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.73,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.74,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.75,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.76,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.77,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.78,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.79,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.8,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.81,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.82,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.83,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.84,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.85,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.86,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.87,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.88,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.89,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.9,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.91,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.92,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.93,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.94,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.95,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.96,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.97,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.98,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
Calibrated Random Forest,test,0.99,0.0,0.0,0.0,1.0,1.0,10212,0,865,0,1271047701.5045412,0.0,0.02,1271047701.5045412
